YEAR,MO,DY,T2M,PRECTOTCORR,PS,WS10M_MAX,WS50M_MAX,WD50M,TS,T2M_MAX
2006,10,13,24.64,0,96.88,2.81,3.91,196.75,23.09,30.29
2006,10,14,25.96,0,96.93,2.09,3.01,76.94,25.05,30.84
2006,10,15,26.1,0,96.82,3.12,4.84,107.56,25.22,31.62
2006,10,16,26.79,0,96.83,1.99,3.15,72.25,25.44,31.83
2006,10,17,27.28,0,96.87,1.57,1.71,162.69,24.59,32.13
2006,10,18,25.52,0,96.79,2.27,3.77,294,24.12,31.4
2006,10,19,25.36,1.38,96.66,2.53,4.58,291.69,24.76,32.19
2006,10,20,24.93,0.37,96.79,2.3,3.48,138.75,23.96,30.35
2006,10,21,25.01,2.14,96.92,2.17,3.24,149.44,24.13,30.06
2006,10,22,25,0.28,96.87,2.23,3.05,203.44,23.61,29.68
2006,10,23,24.5,0,96.89,1.87,2.88,115.88,23.21,29.56
2006,10,24,22.91,0,96.93,2.8,4.19,90.62,21.9,28.57
2006,10,25,22.32,0,97,3.02,4.92,85.88,21.65,29.32
2006,10,26,22.12,0,96.95,2.45,4.16,92.19,21.39,28.93
2006,10,27,21.62,0,96.92,3.3,5.31,84.69,21.18,28.99
2006,10,28,21,0,96.82,4,6.07,83.69,20.84,27.69
2006,10,29,21.35,0,96.79,4.38,6.7,71.12,21.25,28.18
2006,10,30,22.41,0,96.79,4.09,6.82,68.06,22.37,28.62
2006,10,31,22.43,0.63,96.81,3.89,6.03,73.06,22.26,28.69
2006,11,1,22.34,0.01,96.7,4.54,6.7,66.56,22.36,28.53
2006,11,2,22.05,0.01,96.67,4.12,6.35,65,22.16,28.06
2006,11,3,22.2,0.71,96.8,3.51,5.61,73.06,22.4,27.82
2006,11,4,22.38,0.01,96.85,3.81,4.97,80,22.27,28.33
2006,11,5,21.76,0.16,96.87,3.14,4.94,84,21.15,27.8
2006,11,6,22.26,0.03,96.81,2.48,4.16,73.81,21.01,28.93
2006,11,7,22.23,3.86,96.73,2.06,3.21,91.56,21.03,28.8
2006,11,8,21.95,2.79,96.85,2.76,4.23,127.94,20.8,28.73
2006,11,9,21.23,0.16,97.03,4.45,5.54,62.06,20.01,28.8
2006,11,10,20.18,0,97.09,3.25,5.61,72.94,19.46,28.16
2006,11,11,20.48,0,97.05,4.07,6.55,75.88,19.61,27.7
2006,11,12,21.4,0,96.96,4.16,6.3,86.75,20.27,28.26
2006,11,13,21.17,0,96.88,3.17,4.93,77.94,20.23,28.68
2006,11,14,20.36,0,96.88,3.45,5.48,87.5,19.71,28.44
2006,11,15,20.57,0,96.94,3.15,6.19,105.94,19.63,28
2006,11,16,20.4,0,96.89,3.02,4.15,97.19,19.34,28.21
2006,11,17,20.03,0,96.78,3.28,5.59,97.06,19.06,28.21
2006,11,18,20.6,0,96.83,3.29,5.02,113.44,19.15,28.33
2006,11,19,21.66,0,96.82,2,3.08,134.06,19.27,28.88
2006,11,20,22.19,0,96.74,1.87,2.41,129.12,19.71,29.54
2006,11,21,21.91,0.19,96.65,2.34,3.59,149.5,20.1,29.74
2006,11,22,21.17,0.35,96.63,2.48,4.34,160,20.35,28.72
2006,11,23,22.19,0.03,96.58,2.23,2.95,167.38,21.08,28.89
2006,11,24,22.64,0,96.58,2.77,3.63,148.88,22.04,29.58
2006,11,25,21.2,0,96.61,3.38,7.24,171.19,21.44,29.26
2006,11,26,19.87,1,96.6,4.09,7.03,114,19.76,28.82
2006,11,27,20.05,0,96.57,3.89,7.13,129.69,19.26,28.71
2006,11,28,22.54,0,96.64,3.25,4.04,170.56,21.07,29.82
2006,11,29,22.06,0.38,96.8,3.32,7.2,173.94,21.84,30
2006,11,30,21.9,0.04,96.87,3.69,7.42,99.19,21.58,29.59
2006,12,1,21.45,0.03,96.87,4.08,6.18,95.44,21.6,29.13
2006,12,2,21.83,0.08,96.84,3.45,6.03,117.62,22.17,29.45
2006,12,3,22.65,0.03,96.88,4.52,6.27,163.38,22.8,30.15
2006,12,4,22.41,0,96.95,4.34,6.26,189.62,22.08,30.38
2006,12,5,23.08,0,97,2.95,6.27,238.5,22.4,30.69
2006,12,6,23.49,0,96.94,3.12,3.48,164.62,21.66,29.96
2006,12,7,22.88,0,96.89,2.48,2.93,185.38,21.34,29.52
2006,12,8,22.07,0,96.94,3.08,3.45,185,21.18,29.46
2006,12,9,21.04,0,96.99,2.95,5.22,184.56,20.62,29.28
2006,12,10,20.16,0,96.88,4.67,6.35,224.06,20.09,29.37
2006,12,11,18.73,0,96.86,4.01,8.1,198.62,18.88,28
2006,12,12,18.69,0,96.95,4.98,8.42,107,18.22,27.68
2006,12,13,18.98,0,97.03,4.31,8.28,96.06,18.29,28.35
2006,12,14,19.01,0,97.14,4.31,7.02,72.44,18.63,29.15
2006,12,15,20.24,0,97.05,3.34,6.41,124.06,19.73,30.19
2006,12,16,20.3,0,97.16,3.84,8.49,72.31,20.1,30.05
2006,12,17,19.54,0,97.11,4.99,8.34,58.56,19.33,29.42
2006,12,18,19.22,0,96.97,3.88,7.34,70.31,18.51,28.87
2006,12,19,18.75,0,96.95,3.45,6.83,95.06,18.51,29.25
2006,12,20,18.12,0,97,3.7,7.13,110.94,17.98,27.82
2006,12,21,18.22,0,97,3.43,5.92,110.38,17.83,27.66
2006,12,22,18.09,0,96.9,4.98,7.62,72.81,18.04,27.57
2006,12,23,19.09,0,96.91,4.09,7.76,102.31,18.87,28.23
2006,12,24,19.57,0,96.87,3.92,5.73,109.12,19.46,28.69
2006,12,25,19.88,0,96.84,3.73,5.87,135.38,19.94,28.74
2006,12,26,20.9,0,96.72,3.1,5.65,209.44,21.23,29.37
2006,12,27,20.85,0,96.8,4.33,7.16,98.81,21.48,28.4
2006,12,28,19.8,0,96.95,5.05,7.65,77.19,20.36,28.26
2006,12,29,20.58,0,96.99,4,7.53,123.31,20.4,29.28
2006,12,30,20.87,0,96.92,3.05,5.1,179.5,20.4,29.74
2006,12,31,19.46,0,96.91,3.87,8.24,210.88,19.88,29.84
2007,1,1,19.05,0,97,4.09,7.62,245.12,19.48,28.03
2007,1,2,19.55,0,97.04,3.07,5.29,172.81,19.87,28.58
2007,1,3,19.4,0,97,3.23,6.84,167.12,19.95,28.92
2007,1,4,19.35,0,96.92,4.09,7.2,178.75,19.67,29.16
2007,1,5,19.58,0,96.89,3.5,7.68,207.81,19.51,28.65
2007,1,6,20.24,0,96.91,4.59,5.23,128,19.41,28.88
2007,1,7,19.26,0,96.96,5.11,8.01,93.75,19.42,28.35
2007,1,8,19.52,0,96.96,5.12,8.32,111.56,19.23,29.04
2007,1,9,20.28,0,97.03,3.45,5.79,153.88,19.79,29.97
2007,1,10,21.02,0,97.07,3.66,5.84,129.38,19.79,29.43
2007,1,11,19.86,0,96.94,4.89,7.64,104.88,19.51,28.57
2007,1,12,18.95,0,96.94,4.96,7.01,81.75,18.93,27.66
2007,1,13,19.01,0,96.97,5.3,8.77,63.06,19.45,28.12
2007,1,14,19.71,0,96.84,4.91,8.3,115.12,19.44,28.99
2007,1,15,20.12,0,96.7,4.5,8.35,194.19,20.37,30.73
2007,1,16,19.62,0,96.75,4.86,8.99,285.25,20.3,29.76
2007,1,17,18.13,0,97.09,6.32,9.2,58.94,18.69,28.05
2007,1,18,19.1,0,97.12,5.35,9.11,80.44,19.22,29.44
2007,1,19,20.55,0,97,4.33,7.14,160.88,20.32,31.16
2007,1,20,20.78,0,96.88,6.14,8.7,191.31,21.08,31.53
2007,1,21,20.63,0,96.99,4.91,8.38,200.5,21.73,30.07
2007,1,22,20.69,0,97.06,4.67,8.41,112.19,21.45,30.45
2007,1,23,20.61,0,97.09,5.38,9.26,80.19,21.24,30.83
2007,1,24,20.97,0,97.12,5.52,9.07,71.81,21.61,31.56
2007,1,25,21.98,0,97.01,4.99,9.03,100.12,21.87,32.24
2007,1,26,23.3,0,96.86,4.55,6.87,194.88,22.63,33.54
2007,1,27,24.24,0,96.92,3.38,3.76,133.06,23.16,33.46
2007,1,28,23.61,0,96.96,3.49,6.08,106.81,23,32.96
2007,1,29,24.23,1.87,96.85,4.8,6.54,132.81,24.58,33.12
2007,1,30,21.87,0.06,97.06,6.19,7.91,82.81,22.34,27.77
2007,1,31,24.98,0.03,97.04,3.43,5.87,134.44,26.21,33.58
2007,2,1,24.35,0,96.99,4.86,7.48,118.12,24.98,33.3
2007,2,2,24.26,0,96.87,4.34,6.43,120.81,23.86,33.66
2007,2,3,23.91,0,96.78,4.91,8.26,185.38,24.08,34.03
2007,2,4,22.53,0,96.67,5.22,7.84,297.44,22.99,32.32
2007,2,5,23.19,0,96.61,3.59,7.21,228.94,23.37,33.3
2007,2,6,22.72,0,96.63,4.21,7.8,305.75,23.56,32.59
2007,2,7,23.31,0,96.64,4.1,7.12,299.69,24.4,31.71
2007,2,8,23.85,0,96.73,4.55,6.86,76.12,24.59,32.67
2007,2,9,24.91,1.31,96.6,4.89,7.02,172.44,24.94,33.15
2007,2,10,23.51,1.02,96.49,5.47,8.98,238.94,23.99,29.77
2007,2,11,22.86,0.43,96.56,7.7,9.34,257.5,23.98,29.7
2007,2,12,21.83,0,96.55,6.14,8.09,268.31,23.23,29.42
2007,2,13,18.97,2.01,96.45,8.05,9.52,282.5,19.74,25.62
2007,2,14,19.96,0.04,96.67,3.61,6.36,214.25,21.22,27.82
2007,2,15,20.73,0,96.71,5.29,8.59,284.25,22.01,28.98
2007,2,16,20.53,0,96.65,3.84,7.81,308.12,21.79,29.31
2007,2,17,21.01,0,96.68,3.53,7.69,221.06,22.3,30.11
2007,2,18,22.2,0,96.75,4.53,7.61,109.5,23.04,31.05
2007,2,19,22.7,0,96.82,3.95,5.84,126.88,23.55,32.15
2007,2,20,23.87,0,96.83,4.66,7.03,110.44,24.67,33.56
2007,2,21,24.68,0,96.79,5.7,7.47,196.5,24.96,34.4
2007,2,22,25.4,0,96.64,4.32,7.12,132,25.91,34.3
2007,2,23,26.58,0,96.42,4.32,4.83,146.5,25.91,35.23
2007,2,24,25.41,0.28,96.38,6.33,8.32,202.38,25.89,35.01
2007,2,25,25.23,0.03,96.47,5.85,8.27,281.75,26.61,33.44
2007,2,26,23.81,0,96.42,4.26,6.86,296.69,25.33,33.15
2007,2,27,24.15,0,96.4,4.7,7.38,179.62,25.4,34.37
2007,2,28,24.76,0,96.34,6.72,9.36,274.38,25.91,34.53
2007,3,1,22.17,0.03,96.4,8.23,9.62,287.38,23.39,29.73
2007,3,2,22.27,0,96.64,6.18,8.91,51.06,23.93,30.94
2007,3,3,23.67,0,96.69,5.14,8.56,116.19,24.47,32.98
2007,3,4,24.16,0,96.69,4.45,8.04,161.94,25.71,34.24
2007,3,5,24.64,0,96.79,4.98,8.44,136.75,26.33,34.26
2007,3,6,24.58,0,96.61,5.28,8.93,104.12,26.62,34.18
2007,3,7,24.63,0,96.39,6.5,8.95,94.62,26.01,34.02
2007,3,8,24.4,0,96.33,4.55,9.34,176.56,26.2,34.69
2007,3,9,24.58,0,96.44,4.35,8.67,316.94,25.98,34.09
2007,3,10,25.51,0,96.53,4.31,7.38,305.12,27.15,34.19
2007,3,11,26.9,0,96.42,5.06,7.03,216.62,28.37,36.03
2007,3,12,26.89,0,96.43,5.95,8.82,260.25,28.4,35.24
2007,3,13,25.69,0,96.53,6.09,8.54,271.06,27.44,33.53
2007,3,14,24.9,0,96.62,5.38,8.93,264.44,26.94,33.88
2007,3,15,24.21,0,96.73,6.71,9.98,44.69,26.12,33.92
2007,3,16,25.87,0,96.68,5.39,8.87,142.88,26.92,35.98
2007,3,17,26.91,0,96.54,3.91,7.15,209.38,28.34,37.65
2007,3,18,28.74,0,96.35,3.96,8.01,185.56,30.51,39.43
2007,3,19,29.85,0,96.4,4.13,8.36,193.5,31.83,39.54
2007,3,20,30.38,0,96.56,5.73,9.03,308.12,32.26,38.89
2007,3,21,30.1,0,96.5,7.4,8.92,301.94,32.04,38.65
2007,3,22,29.23,0,96.62,5.88,9.49,247.56,31.44,37.62
2007,3,23,29.13,0,96.65,4.93,9.31,302.81,31.2,38.89
2007,3,24,29.11,0,96.61,5.29,9.19,222.19,31.07,39.13
2007,3,25,28.09,0,96.49,5.62,8.59,171.06,30.4,38.08
2007,3,26,28.4,0,96.48,5.2,8.55,126.19,30.66,38.15
2007,3,27,29.83,0,96.55,5.42,9.01,121.44,31.7,39.79
2007,3,28,30.33,0,96.56,4.66,8.18,120.38,32.26,41.03
2007,3,29,31.13,0,96.43,4.62,8.35,101.44,32.79,41.08
2007,3,30,31.95,0,96.37,3.8,6.27,178.5,33.32,41.65
2007,3,31,32.55,0,96.37,4.3,6.88,206.31,34.05,41.88
2007,4,1,33.24,0,96.42,6.52,10.01,321.56,35.06,42.21
2007,4,2,32.17,0,96.37,6.81,9.9,277,34.12,40.98
2007,4,3,31.28,0,96.3,5.92,9.59,235,33.51,41.58
2007,4,4,31.09,0,96.33,5.42,8.7,114.69,33.3,41.52
2007,4,5,31.91,0,96.39,4.84,8.82,106.44,33.39,41.09
2007,4,6,32.65,0,96.28,5.03,9.73,184.56,34.41,42.73
2007,4,7,32.98,0,96.2,5.46,9.41,293,34.9,41.98
2007,4,8,32.12,0,96.21,7.38,9.09,284,34.09,41.3
2007,4,9,31.32,0,96.31,5.66,8.62,297.38,33.21,39.85
2007,4,10,31.78,0,96.31,4.34,6.76,293.25,34.13,41.15
2007,4,11,32.54,0,96.15,5.83,10.19,300.62,35.05,41.83
2007,4,12,32.29,0,96.11,5.28,9.42,292.44,35.08,41.71
2007,4,13,32.05,0,96.23,5.66,9.63,294.25,34.7,41.68
2007,4,14,33.05,0,96.28,5.76,9.45,337.06,35.26,42.36
2007,4,15,33.93,0,96.25,3.92,7.84,26.38,36.31,42.89
2007,4,16,34.34,0.1,96.13,3.25,6.62,57.56,36.66,43.07
2007,4,17,34.93,0.23,96.03,2.38,4.06,134.12,37.37,42.67
2007,4,18,34.83,0.14,96.1,3.35,4.52,257.56,37.38,42.33
2007,4,19,33.58,5.78,96.26,3.86,5.6,209.69,35.73,40.85
2007,4,20,32.62,1.82,96.32,4.15,7,223.31,35.55,39
2007,4,21,32.59,0.03,96.22,6.32,9.56,287.06,34.67,40.33
2007,4,22,31.44,0,96.27,7.11,9.9,276.75,33.69,39.74
2007,4,23,31.26,0,96.25,6.99,9.22,278.19,33.61,40.37
2007,4,24,31.12,0,96.19,6.51,9.09,283.31,33.64,39.92
2007,4,25,32.6,0,96.15,5.57,8.25,288.44,35.15,41.3
2007,4,26,33.9,0,96.22,5.52,8.99,297.56,36.42,42.57
2007,4,27,34.2,0,96.25,5.29,9.04,302.81,37.03,43.37
2007,4,28,34.9,0,96.16,6.75,9.34,327.19,37.01,43.43
2007,4,29,35.51,0,96.13,6.34,8.98,323.94,37.9,42.92
2007,4,30,36.14,0,96.15,6.35,9.12,321,38.51,44.04
2007,5,1,36.75,0,96.16,6.44,9.39,320.81,39.4,45.24
2007,5,2,36.47,0,95.97,4.8,8.47,319.44,39.72,45.13
2007,5,3,36.31,0,95.79,5.71,8.3,307.12,39.09,44.65
2007,5,4,36.05,0.04,95.86,6.65,9.38,320.25,38.88,44.23
2007,5,5,36.47,0,95.95,3.7,6.41,320.25,40.51,44.4
2007,5,6,36.82,0,95.85,4.92,6.63,258.12,39.47,43.75
2007,5,7,35.5,6.37,95.8,6.81,9.46,298.38,37.87,42.43
2007,5,8,31.92,9.91,95.93,7.31,9.68,286.81,33.68,39.73
2007,5,9,31.73,0,95.99,6.48,9.28,281.94,33.66,40.53
2007,5,10,32.73,0,96.03,7.17,10.09,285.25,34.82,41.58
2007,5,11,33.14,0,95.87,8.82,10.69,282.75,34.89,41.94
2007,5,12,33,0,95.95,7.64,10.94,282.44,35.41,41.62
2007,5,13,32.8,0,96,7.66,10.59,283.69,35.9,41.11
2007,5,14,33.3,0,95.92,8.59,11.14,277.56,35.98,41.24
2007,5,15,32.74,0,95.88,8.77,11.16,273.5,35.69,40.89
2007,5,16,32.73,0,96.01,8.77,10.95,274.31,36.08,41.33
2007,5,17,34.12,0,95.98,7.99,9.74,290.62,38.04,42.15
2007,5,18,34.78,4.15,95.94,7.48,9.83,282.69,37.83,42.29
2007,5,19,33.67,1.39,96.05,7.43,9.66,284.12,36.58,41.23
2007,5,20,33.01,0.02,96.01,9.2,10.73,277.12,35.88,39.78
2007,5,21,32.77,0.01,95.86,8.45,9.77,267.25,36.05,39.86
2007,5,22,33.3,0,95.84,7.37,9.25,275.19,37.06,40.4
2007,5,23,32.92,0,95.99,7.41,8.53,281.06,35.93,40.5
2007,5,24,33.19,0,95.94,6.54,9.19,285.69,36.35,40.76
2007,5,25,33.07,0,95.9,7.14,9.88,272.75,35.97,40.8
2007,5,26,32.96,0,96.01,7.07,8.95,275.62,36.06,40.51
2007,5,27,33.05,0,96.08,5.88,8.74,281.06,35.94,40.07
2007,5,28,31.49,7.03,96.15,6.2,8.77,285.5,33.97,37.66
2007,5,29,29.4,4.61,96.25,3.4,4.79,304.56,31.52,34.62
2007,5,30,31.38,0,96.12,5.35,6.05,306.25,33.91,38.87
2007,5,31,34.62,0.02,96.02,4.7,6.6,316.31,37.34,41.5
2007,6,1,36.12,0.02,95.88,6.52,9.33,292.75,38.3,41.91
2007,6,2,33.26,1.74,95.91,8.45,10.53,270.12,35.01,38.97
2007,6,3,30.74,0.76,96.01,6.5,8.15,293.5,32.37,35.84
2007,6,4,28.89,3.49,96.22,5.02,6.05,302.56,30.83,33.3
2007,6,5,31.29,4.24,96.06,6.02,8.48,310.25,32.94,37.33
2007,6,6,32.43,0.54,95.97,6.88,9.44,296.25,34.75,39.25
2007,6,7,33.8,0.16,95.84,7.41,9.02,294,36.62,40.96
2007,6,8,35.4,0.07,95.68,8.12,10.58,295.25,38.2,42.94
2007,6,9,34.56,0,95.68,9.44,11.73,271.88,37.48,41.8
2007,6,10,34.06,0,95.57,10.39,12.8,269.12,36.83,41.49
2007,6,11,33.87,0,95.49,9.8,12.1,266.75,37.06,40.99
2007,6,12,34.3,0,95.44,9.07,11.16,274.69,37.01,40.91
2007,6,13,33.62,0.8,95.48,6.25,7.94,271.62,35.96,38.33
2007,6,14,30.54,27.15,95.56,5,6.47,230.81,32.55,35.99
2007,6,15,28.65,13.1,95.46,4.55,5.87,213.25,30.15,32.67
2007,6,16,28.24,0.71,95.47,5.2,5.88,168.69,29.13,31.6
2007,6,17,29.76,0.01,95.46,4.4,6.73,238.69,30.87,34.28
2007,6,18,28.64,0.88,95.57,5.41,6.2,260.81,29.4,32.28
2007,6,19,28.96,12.43,95.54,5.51,6.59,259.5,29.83,32.98
2007,6,20,28.76,5.72,95.46,2.91,4.19,192.56,29.75,32.46
2007,6,21,30.87,2.39,95.3,5.16,6.07,76.38,32.01,36.18
2007,6,22,30.78,1.83,95.16,6.7,8.35,53.06,31.45,35.63
2007,6,23,30.37,0.61,95,13.4,16.9,82.5,31.5,36.21
2007,6,24,29.01,3.81,95.43,12.21,15.41,166.88,29.91,33.58
2007,6,25,28.8,1.41,95.8,7.07,8.31,235.62,30.4,34.62
2007,6,26,29.19,0.68,95.79,7.87,9.13,264.06,31.11,35.51
2007,6,27,28.91,1.37,95.65,7.86,9.64,280.25,30.45,34.55
2007,6,28,28.7,0.74,95.53,7.1,8.5,278.38,30.31,34.03
2007,6,29,27.25,26.83,95.4,4.04,5.91,205.25,27.79,29.51
2007,6,30,27.75,24.35,95.24,5.49,7.29,268.44,28.18,31.48
2007,7,1,26.05,26.66,94.86,8.35,10.91,217.94,26.28,28.48
2007,7,2,26.23,21.52,94.95,12.48,15.34,217.81,26.4,30.27
2007,7,3,25.62,14.02,95.22,13.94,17.41,233.56,25.82,28.62
2007,7,4,26.66,5.14,95.44,11.05,13.51,251.88,27.32,31.44
2007,7,5,27.08,11.12,95.46,9.97,12.03,262.94,27.64,31.37
2007,7,6,26.3,9.61,95.4,8.72,10.62,267.5,26.57,28.78
2007,7,7,25.48,25.58,95.28,10.02,12.62,281.38,25.44,27.33
2007,7,8,25.06,80.3,95.23,10.43,13.62,271.25,24.83,26.71
2007,7,9,25.4,32.97,95.3,12.26,15.09,259.44,25.5,28.66
2007,7,10,26.47,5.85,95.27,8.95,11.14,256.5,26.73,30.42
2007,7,11,26.33,2.94,95.57,7.7,10.27,258,26.86,29.65
2007,7,12,27.25,0.82,95.6,7.66,9.02,257.25,27.81,31.55
2007,7,13,26.94,11.84,95.51,6.4,8.18,258.25,27.27,30.69
2007,7,14,26.59,6.28,95.42,4.95,7.12,247.94,26.77,29.29
2007,7,15,27.65,0.6,95.46,4.58,6.57,243.62,28.62,32.06
2007,7,16,28.07,1.76,95.53,4.73,6.66,251.62,28.97,32.2
2007,7,17,27.26,4.47,95.65,5.35,6.41,263,27.9,30.91
2007,7,18,27.56,0.19,95.77,4.45,6.83,264.12,28.4,32.15
2007,7,19,27.01,0,95.89,5.38,6.51,271.81,27.63,31.26
2007,7,20,26.35,0,95.87,6.18,7.27,257.31,26.94,30.04
2007,7,21,26.37,0.22,95.74,5.66,7.2,256.38,26.89,31.17
2007,7,22,27.06,0.09,95.77,5.12,6.1,251.12,27.99,31.92
2007,7,23,27.76,0.03,95.86,3.1,5.79,230.19,28.1,31.96
2007,7,24,27.01,3.07,95.94,2.9,3.49,144.5,27.35,30.91
2007,7,25,27.3,20.48,95.92,2.88,3.23,236.56,27.65,30.49
2007,7,26,27.05,9.4,95.88,2.27,2.87,227.44,27.19,30.12
2007,7,27,26.45,2.84,95.8,4.27,4.89,234.69,26.87,29.94
2007,7,28,26.15,6.47,95.77,3.84,5.88,268.56,26.44,29.54
2007,7,29,26.69,7.24,95.81,3.97,5.31,258.56,27.4,30.58
2007,7,30,26.98,6,95.92,2.62,4.78,220.12,27.55,30.84
2007,7,31,27.24,0.35,95.91,2.04,3.66,283.62,27.81,30.86
2007,8,1,26.74,1.16,95.81,4.89,5.87,283.56,26.98,30.05
2007,8,2,26.26,5.66,95.74,3.75,5.91,223.62,26.72,29.32
2007,8,3,26.02,30.34,95.69,4.44,5.8,270.81,26.19,29.58
2007,8,4,25.68,12.36,95.5,3.66,4.87,253.31,26.06,29.2
2007,8,5,25.42,40.77,95.36,5.21,7.5,269.25,25.4,27.85
2007,8,6,26.15,13.27,95.3,5.27,7.54,299.62,26.35,30.14
2007,8,7,26.5,34.64,95.11,9.23,12.34,317.94,26.25,28.75
2007,8,8,25.7,26.93,94.94,9.13,12.04,255.38,25.63,28.88
2007,8,9,25.26,1.8,95.17,9.37,11.83,222.31,25.26,28.44
2007,8,10,25.8,1.94,95.57,6.08,7.69,222,26.26,29.97
2007,8,11,25.98,0.61,95.66,6.54,9.06,254.5,26.44,30.19
2007,8,12,25.65,2.61,95.67,8.2,10.18,256.38,25.87,29.58
2007,8,13,24.89,3.38,95.73,7.49,9.6,247.31,24.9,27.7
2007,8,14,25.12,1.14,95.81,6.99,8.45,251.56,25.31,28.58
2007,8,15,25.26,0.53,95.89,6.47,8.17,256.88,25.36,28.69
2007,8,16,25.66,0.1,95.86,6.59,8.09,259.81,25.88,29.3
2007,8,17,25.88,0.63,95.91,6.48,8.48,262.38,26.21,29.62
2007,8,18,25.59,0.81,95.95,5.98,8.48,274.75,25.89,28.82
2007,8,19,25.63,0.21,95.92,6.53,9.34,280.56,25.9,29.22
2007,8,20,25.18,21.54,95.96,5.28,6.8,297.75,25.19,28.23
2007,8,21,24.58,15.66,95.78,7.01,8.89,269.44,24.6,27.4
2007,8,22,25.46,0.41,95.81,4.95,7.2,240.19,26.03,30.1
2007,8,23,26.19,0.64,95.99,3.62,5.91,257.94,26.78,30.79
2007,8,24,26.48,0.26,96.09,2.65,5.51,277.06,27.06,30.42
2007,8,25,26.85,0.43,96.05,3.47,4.18,240,26.95,30.08
2007,8,26,27.44,3.98,95.89,2.31,3.27,89.62,27.64,30.85
2007,8,27,26.38,5.44,95.85,1.79,3.67,102.81,26.56,29.7
2007,8,28,26.07,43.99,95.83,3.95,5.22,57.88,26.01,29.33
2007,8,29,26.9,6,95.75,1.8,3.63,173.94,27.15,30.15
2007,8,30,25.86,7.04,95.71,4.01,6,224.62,26.02,29.74
2007,8,31,26.1,1.03,95.71,3.84,4.45,224.19,26.57,30.39
2007,9,1,26.77,2.29,95.66,1.88,4.06,248.56,27.17,30.24
2007,9,2,26.68,2.47,95.64,2.88,4.73,248.31,26.98,30.51
2007,9,3,26.96,1.55,95.71,3.46,3.99,226.88,27.37,30.96
2007,9,4,26.24,1.33,95.65,3.98,4.66,239.25,26.44,30.04
2007,9,5,26.48,2.78,95.55,3.9,5.94,260.94,26.69,30.12
2007,9,6,25.51,11.93,95.55,6.3,8.03,261.44,25.4,28.02
2007,9,7,25.23,14.97,95.72,4.47,5.3,260.75,25.36,28.67
2007,9,8,25.8,2.73,95.89,4.49,6.12,270.81,26.02,30.29
2007,9,9,25.63,0.08,96.07,4.56,5.74,279.75,26.13,29.9
2007,9,10,25.58,0.37,96.15,3.95,5.42,266.56,26.11,29.9
2007,9,11,25.93,0.04,96.13,3.15,5.72,277.25,26.35,30.26
2007,9,12,26.01,0.63,96.04,2.88,5.64,296.81,26.38,30.56
2007,9,13,25.92,0.01,96.07,3.89,5.82,292.12,26.31,30.44
2007,9,14,26.02,0,96.14,4.74,6.55,306.81,26.44,30.47
2007,9,15,25.67,0.33,96.03,3.88,6.34,300.69,26.12,30.62
2007,9,16,26.22,0.03,95.96,3.45,6.14,317.12,26.54,30.49
2007,9,17,26.4,0.07,96.07,4.14,5.9,222.62,26.62,30.42
2007,9,18,26.77,11.3,95.96,3.59,5.12,149.88,26.62,30.66
2007,9,19,26.55,16.33,95.82,3.05,4.27,62.81,26.19,29.31
2007,9,20,26.48,25.4,95.86,3.37,4.91,122,26.34,30.21
2007,9,21,26.26,7.12,95.87,3.15,4.71,86.88,26.17,29.8
2007,9,22,26.48,7.31,95.73,2.9,5.09,112.38,26.51,30.52
2007,9,23,26.32,2.93,95.63,3.39,6.86,63.31,26.48,30.95
2007,9,24,25.52,0.68,95.53,3.54,6.59,62.62,25.82,30.03
2007,9,25,25.34,6.77,95.74,4.57,6.24,56.56,25.56,29.33
2007,9,26,25.84,4.1,95.95,2.57,4.94,227.81,26.12,29.75
2007,9,27,25.51,1.5,96.02,2.99,5.19,259.19,25.77,28.97
2007,9,28,24.9,1.1,96,4.02,5.27,211.25,24.28,28.29
2007,9,29,24.23,0,96.25,4.11,7.52,164.06,23.79,31.3
2007,9,30,24.29,0,96.43,3.74,5.88,128.62,23.65,31.15
2007,10,1,24.34,0,96.27,3.33,5.51,313.19,23.28,31.33
2007,10,2,24.22,0,96.18,3.66,5.66,323.94,23.89,31.3
2007,10,3,24.19,0,96.17,3.28,7.29,315.69,23.98,31.29
2007,10,4,23.36,0,96.19,4.73,8.24,340.31,22.89,31.06
2007,10,5,23.52,0,96.14,4.52,8.49,168.38,22.81,30.38
2007,10,6,23.78,0,96.1,3.8,7.08,333.06,23.29,30.89
2007,10,7,22.71,0,96.11,4.72,7.5,300.25,22.19,30.72
2007,10,8,22.24,0,96.25,4.74,7.8,299.31,21.76,29.97
2007,10,9,23.19,0,96.36,4.34,7.24,283.94,22.28,29.61
2007,10,10,23.83,0,96.39,2.34,3.44,288.06,22.96,29.58
2007,10,11,24.41,0,96.57,2.59,3.9,95.06,23.6,30.04
2007,10,12,24.98,0,96.71,1.77,2.54,204.75,23.73,30.94
2007,10,13,23.87,0,96.7,2.85,3.41,83.88,22.2,29.77
2007,10,14,23.06,0,96.6,2.81,3.45,68.81,20.97,29.81
2007,10,15,23.4,0,96.61,2.65,3.55,51.06,21.19,30.19
2007,10,16,23.58,0,96.59,2.27,3.56,73.75,21.37,30.18
2007,10,17,23.17,0,96.64,2.26,3.57,284.94,21.38,29.93
